ID;text;rating;kategoria_benchmark;uzasadnienie;manual_weryfikacja;sentyment;total_tokens
173;Naklejenie folii w sposób do przyjęcia niemal niewykonalny. Z opisu wynikającego, że dla ułatwienia procesu ma być kilka pasków do ustawienia pozycji folii- był jeden. Z opisu wynikało, że ślady po pęcherzach powietrza miały po maksymalnie dobie zniknąć- niestety pozostały. Naklejenie foii na tył i boki- masakra- nie zgadzają się wymiary, trafienie na otwory i zgranie się z krawędziami- niemożliwe. ;2;Kompatybilność i montaż;Głównym problemem zgłaszanym przez klienta są niewłaściwe wymiary produktu oraz skrajne trudności z jego poprawnym montażem.;;negatywny;1523
174;Szczerze jestem niezadowolona z produktu. Pierwszym minusem jest słaba aplikacja łącząca telefon z zegarkiem. Próbowałam zarówno na telefonie z ios, jak i na telefonie z androidem - na obu urządzeniach nie udało mi się połączyć ze sobą urządzeń. Druga wada to pasek zapinający zegarek. Masakra z zapięciem, udało mi się dopiero po powiększeniu dziurek. Trzeci minus - samo urządzenie. Jak wiadomo bez połączenia nic nie będziemy mieli. Sama tarcza zegara jest ogromna i (moim zdaniem) ciężka, przez co niewygodnie nosi się ją na ręce. Nigdzie też nie mogłam znaleźć obiecanego krokomierza czy mierzenia pulsu. Nie polecam produktu. Zwrot mi się nie opłaca. Jak dla mnie zmarnowane pieniądze...;2;Kompatybilność i montaż;Głównym problemem opisanym przez klientkę jest brak możliwości sparowania urządzenia z telefonem oraz trudności z fizycznym dopasowaniem zapięcia paska.;;negatywny;3576
175;wszytko byłoby fajnie, ale... - resztki farby na wycięciu do czytnika linii papilarnych (załączam zdjęcie) - część wzoru po kilku dniach użytkowanie się wytarła :( nie psuje to widoku etui, ale nic przyjemnego w znajdywaniu kawałków suchej farby na rękach i odzieży nie ma - szkło nie pasuje do wskazanego modelu telefonu, jest zdecydowanie za małe  rozumiem, że można powiedzieć: 'a czego się oczekuje od etui za 10 zł', ale jednak ;2;Słabe materiały i usterki;Dominującą częścią skargi jest bardzo niska jakość wykonania i nietrwałość powłoki malarskiej, która brudzi ręce i odzież.;;negatywny;2290
176;"9H Szkło Hartowane - nie wiem, czy to kwestia modelu telefonu czy nie, aczkolwiek szkło wydaje się ,,za małe"". Przykrywa idealnie wyświetlacz telefonu, natomiast nie dosięga do ramek z każdej strony bryły. Pomimo bardzo dokładnego przyklejania pozostał jeden pęcherzyk powietrza, aczkolwiek to nadal może być moja wina, a nie samego szkła.  Etui Slim CASE - największy badziew, z jakim miałem kiedykolwiek do czynienia. Bardzo cienki, bardzo giętki.  Po naklejeniu szkła, obramowanie etui było niżej niż samo szkło (kładąc telefon wyświetlaczem do dołu, opierał się na całym wyświetlaczu a nie ramkach etui). Podobnie sytuacja ma się z obiektywem aparatu, etui jest za cienkie by je ochronić i po położeniu telefonu na pleckach opiera się na szkle aparatu, co może w bardzo prosty sposób prowadzić do jego porysowania. Etui nadaje się jedynie do wyrzucenia do kosza.";2;Kompatybilność i montaż;Klient wskazuje na niedopasowanie rozmiaru szkła do bryły telefonu oraz zbyt cienkie etui, które nie zapewnia ochrony ekranu i aparatu.;;negatywny;1595
177;"Słaba klawiatura, klawisze trzeba mocno naciskać żeby załapały. Co chwilę się rozłącza z komputerem, mimo że włożone są do niej nowe swieżo naładowane akumulatorki Eneloop lub baterie Duracell. Brak po lewej stronie ""alt"" (option) doprowadzi do szału użytkowników OS X bo osoby praworęczne muszą co chwilę odrywać ręke od myszki lub przekładać lewą aby wykonac większość skrótów klawiaturowych. Nie polecam.";2;Niska wydajność w praktyce;Klient opisuje problemy z kulturą pracy klawiszy, niestabilne połączenie bezprzewodowe oraz wady ergonomiczne produktu.;;negatywny;1521
178;Wbudowany wentylator nie wyłącza się razem z grzałką. Tzn. grzałka włącza się co jakiś czas żeby podtrzymać zadaną temperaturę ale wentylator pracuje ciągle i nie ma możliwości jego wyłączenia. No chyba, że przez wyjęcie grzejnika z gniazda zasilającego ... Praca wentylatora niestety jest dość głośna i jest to uciążliwe, szczególnie w wieczornej lub nocnej ciszy.;2;Niska wydajność w praktyce;Klient wskazuje na uciążliwą, głośną pracę urządzenia oraz brak możliwości sterowania trybem pracy wentylatora, co obniża komfort użytkowania.;;negatywny;1518
179;Radio niskiej jakości. Wystepowaly zaklocenia w glosnikach podczas dodawania gazu i nie bylo to spowodowane problemem z odbiorem danej stacji. Po jednej jezdzie probnej radio zostalo odlaczone od samochodu. Ponadto przedni panel byl porysowany w dwoch miejscach i wystepowaly ubytki plastiku ktore generalnie az takie widoczne nie byly ale jednak towar nie powinien tak wygladac zaraz po wyjeciu z pudelka.;2;Słabe materiały i usterki;Głównym powodem krytyki jest niska jakość wykonania, przejawiająca się zarówno w zakłóceniach technicznych, jak i fizycznych defektach takich jak rysy i ubytki plastiku.;;negatywny;2627
180;Adapter ma ograniczenie 5V / 1A ale tylko na papierze. W sensie nie ogranicza sam prądu. Przy położeniu telefonu na mocniejszą ładowarkę indykcyjną, adapter się przegrzewa i rozłącza (po chwili znów ładuje i znów się przegrzewa). Do tego zdarza się od czasu do czasu, że telefon widzi zasilanie ale się nie ładuje. Efekt taki, że z rana bateria niemal rozładowana. Raczej jako ciekawostka niż do korzystania na codzień. ;2;Niska wydajność w praktyce;Produkt wykazuje poważne problemy z przegrzewaniem się oraz brakiem stabilności ładowania, co uniemożliwia jego normalne użytkowanie.;;negatywny;1652
181;Jaka cena taka i jakość, Sprzęt ma problemy z pokrojeniem chleba (nóż prawie się zatrzymuje) O płynnej pracy można pomarzyć. Zmyliła mnie rzekoma moc  200 W dlatego kupiłem (widocznie na moc przekłada się wysoki pobór energii i jęk podczas pracy). Nie polecam tej krajalnicy, lepiej dołożyć i kupić coś lepszego,  być może o mocy 120-150 W ???;2;Zawyżone parametry i podróbki;Klient wprost kwestionuje rzetelność deklarowanej mocy 200 W, która była głównym powodem zakupu i nie pokrywa się z rzeczywistością.;;negatywny;2868
182;Niestety szkło jest źle spasowane do powyższego modelu. Chcąc je nakleić musimy zrezygnować z niecałego milimetra ekranu na dole lub na górze (do wyboru) oraz z lewej lub z prawej strony (również do wyboru). Nie wiem co producent miał na myśli tworząc czarne ramki. Nie lepiej by było przezroczyste? Wtedy ten problem by nie występował. Za tę cenę nie polecam. Pierwszy raz zawiodłem się na tej marce. 45 zł poszło do kosza w dniu odbioru szkła.;2;Kompatybilność i montaż;Klient skarży się na złe dopasowanie (spasowanie) szkła do ekranu telefonu, co jest wprost wymienione w definicji tej kategorii.;;negatywny;1569
183;bateria nie działa jak oryginalna jak jest zadeklarowane w opisie ,trzyma około 1,5 max 2h ,po wyciągneciu z opakowanie miała miec około 70% pojemnosci ,moja miała 0%  ,co wiecej po tygodniu uzytkowania stan bateria na pasku laptopa stanął na 96% i tyle ,ani wiecej przy podlączonym zasilaczu ani mniej gdy sie rozładowywała ;2;Zawyżone parametry i podróbki;Klient wskazuje na wyraźną niezgodność produktu z opisem w zakresie deklarowanej wydajności oraz fabrycznego poziomu naładowania baterii.;;negatywny;1692
184;Całość okazała się słabej jakości, jeden z podstawowych przycisków (znajduje się tuż obok podstawki pod komputer, więc odpowiada za kąt nachylenia praktycznie wszystkiego) regulujących ustawienie zapadł się przy pierwszej próbie użytku (a nie został nawet wciśnięty mocno) i zablokował się, na stałe odblokowując tę część, przez co jest ona teraz ruchoma i niemożliwa do zablokowania w wybranej pozycji. Nawet bez stawiania czegokolwiek na podstawce, stolik stał się przez to bezużyteczny. Analogiczny przycisk po drugiej stronie również się zapada, ale po kilku próbach da się go przywrócić do użytku. Same możliwości ustawienia są ciekawe i zróżnicowane, więc gdyby nie ta wada w odbijaniu przycisków, nie miałabym zastrzeżeń. ;2;Słabe materiały i usterki;Głównym powodem opinii jest fizyczna usterka mechanizmu regulacji (zapadnięte przyciski) oraz niska jakość wykonania produktu.;;negatywny;1573
185;Naprawde ocenil bym ten zestaw na 1 gdyby nie cena, Klawiatura nawet ok podswietlenie przyzwoite ale sama klawiatura wygiet w gore przez srodek..... moze taki model trafilem kto wie. Myszka z popsutym klawiszem prawym nie odbija przycinaja przyciski , jej waga to jakies 5 gram. Krotkim slowem MASAKRA gdyby nie cena reklamował by ten szajs ale szkoda czasu.;2;Słabe materiały i usterki;Głównym powodem opinii są wady fizyczne i mechaniczne produktu, takie jak wygięta obudowa klawiatury oraz uszkodzony przycisk myszy.;;negatywny;1514
186;Głośniki tweeter zwrotnica BLOW VR-160 zestaw Cały zestaw w tej cenie to naprawdę  Okazja ale lepiej kupic  coś markowego z marki Sony itd głosniki wykoko tonowe bardzo mała moc testowane z zwrotnicami i bez a znowu głosnik basowy gra zbyt niskimi tonami co przekłada się na ciche i słabe grane nawet dynamika jest na niskim poziomie jak by  dac inne głośniki wysokotonowe juz by to grało ;2;Niska wydajność w praktyce;Klient szczegółowo opisuje niską jakość dźwięku, brak dynamiki i słabą moc głośników mimo ich poprawnego podłączenia.;;negatywny;1359
187;Oj rzadko piszę recenzję, ale tym razem muszę. Firma dostarczyła inną wersję przedwzmacniacza niż widoczna na zdjęciu, (różnica w cenie pomiędzy wersją dostarczoną a widoczną na zdjęciu na zagranicznych portalach to od 15 do 20$) w dodatku z uszkodzonym układem stabilizacji napięcia (wymiana potencjometru precyzyjnego 2K) Błędy w opisie urządzenia dotyczące wzmacniaczy operacyjnych Problem w tym, że producent opisuje wzmacniacze operacyjne jako elementy leżące po lewej lub po prawej stronie na płytce przedwzmacniacza, a nie jako wzmacniacze dla lewego lub prawego kanału. Ręce trochę opadają. No może coś się zmieni w przyszłości ale póki co to jeśli ktoś nie ma pojęcia o elektronice audio to odradzam.;2;Zawyżone parametry i podróbki;Klient otrzymał tańszą wersję urządzenia niż w ofercie oraz wskazał na błędy merytoryczne w opisie parametrów technicznych.;;negatywny;3855
188;Po użytkowaniu ekspresu 2 tyg. stwierdzam że jakość wykonania może być , niestety ma nie kapać po wysunięciu dzbanku a kapie przez to trzeba za każdym razem wycierać płytę grzewczą bo jak się nie wytrze to śmierdzi przypaloną kawą. Największy  minus brak możliwości ustawienia temperatury kawa niestety jest letnia nawet nie ciepła. Nie polecam lepiej dołożyć parę złotych i kupić coś lepszego . ;2;Niska wydajność w praktyce;Głównym powodem niezadowolenia są wady funkcjonalne urządzenia, takie jak nieszczelny zawór oraz zbyt niska temperatura parzonej kawy.;;negatywny;1515
189;"Szybka przednia wykonana z taniego plastiku - po pierwsze błyszczącego w słońcu, a co gorsza ""hamująca"" nieprzyjemnie palec. Po paru minutach używania szybkę wyrwałem delikatnie z etui, bo nie szło pracować - jak za tą cenę to lipa, nie warto było - a mógł producent za parę groszy większego kosztu wstawić szybkę ze szkła hartowanego i byłoby super, a tak żal i pieniądze w błoto bo wodoodporny to raczej już nie będzie. Reszta etui solidnie wykonana, wymienne tyły ładnie się prezentują.";2;Słabe materiały i usterki;Głównym powodem frustracji klienta jest niska jakość tworzywa (tani plastik), co w jego ocenie dyskwalifikuje produkt i zmusza do jego fizycznej modyfikacji.;;negatywny;2030
190;"Mój egzemplarz jest wadliwy od początku (kilka miesięcy) tzn. blokują się klawisze z tyłu (nie reagują); co pewien czas sam zmienia nr sensora (mimo że jest ustawiony na nr 1); sensor zewnętrzny skalibrowany jest z błędem 1,5 st. C; co pewien czas (2-4 razy dziennie) sam rozświetla ekran nie ważne dzień czy noc, piszczy (0-3 razy dziennie). Planuję go wymienić.";2;Słabe materiały i usterki;Klient wskazuje na liczne wady fabryczne oraz fizyczne zablokowanie przycisków, co jednoznacznie klasyfikuje produkt jako wadliwy technicznie.;;negatywny;1521
191;produkt nie warty zakupu , szkło się parę razy odkleiło , nie wiem dlaczego ale szkło pękło na boku , rzecz w tym ze nigdzie nie upadł itp . Kolejny problem zaczał sie jak chciałem ubrać etui , ekran ledwo co reagował , tak jakby szkło sie podnosiło podczas zalozenia etui .  ;2;Kompatybilność i montaż;Klient zgłasza problemy z odklejaniem się produktu oraz jego niekompatybilnością z etui, co prowadzi do podważania szkła i problemów z dotykiem.;;negatywny;1782
192;Nie polecam . Szkło posiadało na ramce literki widoczne na telefonie po przyklejeniu . Mimo odpowiedniego przyklejenia kropla dostała się pod szkło i w tamtym miejscu przestał działać dotyk, dlatego musiałam odkleić szkło hartowane .Bardzo ciężko  się  odklejało a fragmentu szkła nadal nie odkleiłam z obawy przed pęknięciem ekranu na tyle mocno się  przykleiło . Cały produkt to pomyłka .;2;Słabe materiały i usterki;Produkt posiada wady fabryczne w postaci widocznych nadruków oraz wykazuje problemy z jakością kleju, co utrudnia bezpieczny demontaż.;;negatywny;1658
193;"Bateria przyszła załadowana w 71% to jeszcze jestem w stanie zrozumieć ale fakt że trzyma praktycznie tyle samo co używana bateria znaczy tylko jedno że nie jest to nowa bateria.  Działa minimalnie lepiej niż bateria która miałem od nowość czyli podejrzewam że pochodzi z telefonu 1,5 rocznego może rocznego ale zdecydowanie nie działa jak nowa bateria. Przy nowości telefon musaiłem ładować raz dzienie teraz po morderczej wymianie bateri na ""nową"" nadal muszę go ładować 2 razy dzienie tak jak na 2 letniej baterii. ";2;Zawyżone parametry i podróbki;Klient wprost zarzuca, że sprzedany produkt nie jest fabrycznie nowy, lecz jest używanym komponentem z demontażu o niskiej sprawności.;;negatywny;1570
194;Tania chińszczyzna, polskie menu to jakiś żart wygląda jak tłumaczone z chińskiego przez jakiś translator - niby polskie słowa (zmieszane z angielskimi) ale znaczenie często bez sensu. Wyświetlacz spory jak na takie urządzenie, ale wyświetla tylko jeden rząd, co nie ułatwia wyboru plików, można zobaczyć tylko jeden na raz. Przyciski nieintuicyjne, trzeba się namęczyć żeby nauczyć się jak działają i który służy do czego. Brak pełnej instrukcji z opisem co i jak i do czego. Niestety badziew zdecydowanie nie wart 40zł.;2;Niska wydajność w praktyce;Klient wskazuje na niefunkcjonalne menu, nieintuicyjną obsługę przycisków oraz błędy w oprogramowaniu, co uniemożliwia komfortowe użytkowanie sprawnego technicznie urządzenia.;;negatywny;1389
